,Metric,Timestep,Img_Type,Parameter,Difference,Mean_Similarity_Measure,Std_Similarity_Measure
22,histogram intersection ,1050,glucose,average_cancer_glucose_absorption,0.054,0.63763017578125,0.2638585203900652
23,histogram intersection ,1050,glucose,average_cancer_glucose_absorption,0.027,0.6427033935546875,0.2606555943437255
24,histogram intersection ,1050,glucose,average_cancer_glucose_absorption,0.0,0.6398851318359375,0.26315031937515
25,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.432,0.634342236328125,0.2076760245108541
26,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.414,0.6305766357421875,0.2399477943007123
27,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.3959999999999999,0.6348472412109375,0.2483711185593011
28,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.3779999999999999,0.6329027587890625,0.2539304549457826
29,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.36,0.62802802734375,0.2585302997379552
30,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.3419999999999999,0.631215673828125,0.2604275634770145
31,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.3239999999999999,0.62994853515625,0.2593347508938833
32,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.306,0.6286566162109375,0.2652489202714878
33,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.288,0.63277255859375,0.2616828793480414
34,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.2699999999999999,0.63298388671875,0.2606721272381885
35,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.252,0.6329981201171875,0.262705583658775
36,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.2339999999999999,0.63371083984375,0.2624959290669986
37,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.2159999999999999,0.6342241455078125,0.2656890913911384
38,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.1979999999999999,0.63492587890625,0.2644204670944651
39,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.18,0.635803564453125,0.2656900735915358
40,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.1619999999999999,0.64021181640625,0.2645643285428882
41,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.144,0.6387927490234375,0.2661916972938036
42,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.126,0.6377583740234375,0.2667812022643467
43,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.1079999999999999,0.6396694580078125,0.2643423781420568
44,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.09,0.640592529296875,0.2664547495293893
45,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.072,0.6400927490234375,0.2677812900923795
46,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.0539999999999999,0.64011533203125,0.2689963303618619
47,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.036,0.6403263427734375,0.2701747292085636
48,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.018,0.64206708984375,0.2678497567756429
49,histogram intersection ,1050,glucose,average_healthy_glucose_absorption,0.0,0.6439772705078125,0.2662146903391538
50,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.648,0.787469677734375,0.1331840476449128
51,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.621,0.6241152099609375,0.2726015473500102
52,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.594,0.622187548828125,0.2788289599148773
53,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.567,0.6124551513671875,0.2826726578962415
54,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.54,0.6188828125,0.2749749235796967
55,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.513,0.6197385009765625,0.2750722622634
56,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.486,0.6150796630859375,0.2781294672879736
57,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.459,0.6160447021484375,0.27835762998468
58,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.432,0.621322998046875,0.2756984002995657
59,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.4049999999999999,0.6208343994140625,0.275242841074282
60,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.378,0.6203089599609375,0.2727821408679889
61,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.351,0.6230198486328125,0.2706980845154667
62,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.324,0.6131673095703125,0.2766855703211958
63,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.297,0.6214975341796874,0.2716661364265582
64,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.27,0.614972265625,0.2734751805727626
65,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.243,0.6149138427734375,0.2749838477499371
66,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.216,0.6092666015625,0.2772160261740856
67,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.189,0.62246298828125,0.2699464415095245
68,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.162,0.621801904296875,0.2722659983605998
69,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.135,0.6166240234375,0.2742922061593444
70,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.108,0.6197900390625,0.2739004178032851
71,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.081,0.6222815673828125,0.2705102812567928
72,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.054,0.6185780517578126,0.2710189622184225
73,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.027,0.6242047119140625,0.2707376873850179
74,histogram intersection ,1050,oxygen,average_cancer_glucose_absorption,0.0,0.6277700439453126,0.2684188517347767
75,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.432,0.507245361328125,0.3384688802483243
76,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.414,0.6102890380859375,0.2776312987315091
77,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.3959999999999999,0.6291672607421875,0.2644050042196873
78,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.3779999999999999,0.62907119140625,0.266854178083679
79,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.36,0.61811064453125,0.2724932589185529
80,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.3419999999999999,0.625760546875,0.2669009259212879
81,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.3239999999999999,0.6293442138671875,0.2669655950091241
82,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.306,0.62429765625,0.2694018754830458
83,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.288,0.625383984375,0.2716964021610552
84,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.2699999999999999,0.6164755615234375,0.2762844173926814
85,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.252,0.6236079833984375,0.2721327579600095
86,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.2339999999999999,0.6170135498046875,0.2751516310196105
87,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.2159999999999999,0.619537841796875,0.2724557725501318
88,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.1979999999999999,0.619253955078125,0.2732022885708046
89,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.18,0.6237063720703125,0.2706473252642516
90,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.1619999999999999,0.621503564453125,0.2721983175287332
91,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.144,0.6201461669921875,0.2740511243551867
92,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.126,0.61810478515625,0.2745124606863813
93,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.1079999999999999,0.6162739501953125,0.2739645927129868
94,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.09,0.6182720703125,0.274409951771229
95,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.072,0.6131728515625,0.2780426744993208
96,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.0539999999999999,0.6217756591796875,0.271377220544071
97,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.036,0.61877373046875,0.2717217672565654
98,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.018,0.619657421875,0.2724011133461451
99,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.0,0.620770703125,0.2720259761947394
100,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.648,0.899858544921875,0.0825686217122896
101,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.621,0.8829139404296875,0.1018957626095075
102,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.594,0.890127734375,0.1019625602962366
103,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.567,0.890360986328125,0.10000037347427
104,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.54,0.8876405029296875,0.1014505626037473
105,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.513,0.8900713134765625,0.0962017594022885
106,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.486,0.8918493408203125,0.0959801112294013
107,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.459,0.891602685546875,0.0952658743642628
108,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.432,0.89007509765625,0.0978231350824561
109,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.4049999999999999,0.8891419677734375,0.097586804149729
110,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.378,0.8904321044921875,0.0973052928395747
111,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.351,0.889236865234375,0.0991627152810139
112,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.324,0.8884346435546875,0.0963013503644192
113,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.297,0.889835107421875,0.0957675561829503
114,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.27,0.888574462890625,0.0971753842688854
115,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.243,0.8875596923828125,0.0967072430791814
116,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.216,0.889581103515625,0.095840737485591
117,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.189,0.888334033203125,0.0988449667041221
118,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.162,0.88932666015625,0.0958894952076888
119,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.135,0.8878576904296875,0.0994591974476686
120,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.108,0.890595751953125,0.0941597862047932
121,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.081,0.88901865234375,0.0973787859644183
122,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.054,0.8894593017578125,0.0966922153994643
123,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.027,0.8910416259765624,0.0962732675090862
124,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.0,0.8895142333984375,0.0993700111174261
125,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.432,0.883279296875,0.0825136682198541
126,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.414,0.8842386474609375,0.10300704550076
127,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3959999999999999,0.887887841796875,0.0997552291573983
128,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3779999999999999,0.8866871826171875,0.1015023965028573
129,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.36,0.8887972412109375,0.0981057899093915
130,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3419999999999999,0.8903118408203125,0.0958956620323884
131,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3239999999999999,0.8909500732421874,0.0955442353077345
132,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.306,0.89246865234375,0.0942398434010238
133,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.288,0.8898617919921875,0.0978550993681937
134,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2699999999999999,0.8903485595703124,0.0969365015761566
135,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.252,0.8888591796875,0.09732296723468
136,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2339999999999999,0.8909552734375,0.0953038296530471
137,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2159999999999999,0.888782861328125,0.096792133494988
138,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1979999999999999,0.888040625,0.0981128188404234
139,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.18,0.8884879150390625,0.0976164109221667
140,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1619999999999999,0.890707666015625,0.0955960887480804
141,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.144,0.88866748046875,0.0972536466878272
142,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.126,0.8886175048828125,0.0966750856802347
143,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1079999999999999,0.8887541259765624,0.0977054187739025
144,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.09,0.8899825927734375,0.0966343870625468
145,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.072,0.8900507080078125,0.0970384579697062
146,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.0539999999999999,0.888708447265625,0.0976773259605669
147,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.036,0.888494091796875,0.0981166996831011
148,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.018,0.8904927734375,0.096172326648386
149,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.0,0.888622216796875,0.096740143287537
150,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.648,0.2769959975495757,0.0954986754536459
151,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.621,0.2346192405846672,0.1255667352417176
152,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.594,0.2366265598883722,0.1282892019266824
153,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.567,0.2318323471484223,0.1280173154503507
154,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.54,0.2322581084280264,0.1273971865940258
155,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.513,0.2306752555941327,0.1273162392869586
156,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.486,0.2299140300446848,0.1280243261177952
157,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.459,0.2325088377788305,0.1274047116925829
158,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.432,0.2369948332383436,0.1268440533698139
159,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.4049999999999999,0.234770693900068,0.1273395442843768
160,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.378,0.2327019216527343,0.1275399115401031
161,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.351,0.2346802348295629,0.1268700177915873
162,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.324,0.2343660172537699,0.1265680519250118
163,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.297,0.2320193837925456,0.1276663540954568
164,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.27,0.2317910799424897,0.1281148432772504
165,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.243,0.2327646609948431,0.1273290129984801
166,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.216,0.2353359377546834,0.125769102012392
167,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.189,0.232196292982284,0.1266433612681733
168,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.162,0.2322834356032787,0.1264426400690803
169,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.135,0.2328568952212371,0.1277621139117726
170,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.108,0.2330205187011728,0.1281333080615799
171,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.081,0.2335324043227341,0.1271012662061697
172,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.054,0.2345035477219404,0.1269092881035625
173,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.027,0.2334116195023201,0.1266459041045861
174,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.0,0.234127391040378,0.1268507564842916
175,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.432,0.2013564497512449,0.1377151445573896
176,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.414,0.2340669036217731,0.1255871833149049
177,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3959999999999999,0.234613414894143,0.1258588556070996
178,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3779999999999999,0.2329507752031465,0.1262636745323573
179,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.36,0.2318202353382484,0.1279518610583372
180,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3419999999999999,0.2374003896475053,0.1250046796513315
181,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3239999999999999,0.2349928014698677,0.1263346718743229
182,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.306,0.2359239948213595,0.1263563531799335
183,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.288,0.2361554659194829,0.1254986194202071
184,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2699999999999999,0.2321582027805553,0.1276668014581867
185,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.252,0.232935352136278,0.1264236648881115
186,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2339999999999999,0.2332380195228596,0.1273400739070621
187,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2159999999999999,0.2330358354329317,0.1283516780382144
188,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1979999999999999,0.2308590590803785,0.1271011793588504
189,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.18,0.2347124875879185,0.1265275086456037
190,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1619999999999999,0.2356780120466118,0.1268994985163899
191,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.144,0.2315093931612458,0.1273941812616771
192,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.126,0.230101536673528,0.1276196657628463
193,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1079999999999999,0.2342745852295361,0.1254074110978635
194,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.09,0.2314283227305424,0.1272308757104691
195,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.072,0.2336844710304391,0.1269761799909176
196,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.0539999999999999,0.2325268191480227,0.1279915648207842
197,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.036,0.2353906801885562,0.1269123030077407
198,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.018,0.2325756727061513,0.1274846448649048
199,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.0,0.2325148129116451,0.1271704810302802
200,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.648,0.7433560302734376,0.1973956353596856
201,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.621,0.702117529296875,0.2336329670742679
202,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.594,0.7006232421875,0.2397111378583843
203,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.567,0.68877041015625,0.2481429983941604
204,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.54,0.6838218505859375,0.2517378278997706
205,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.513,0.6802607177734376,0.2521870967934551
206,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.486,0.672887451171875,0.25548891070676
207,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.459,0.6764244140625,0.2494209535866039
208,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.432,0.6826724365234375,0.2472105700881068
209,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.4049999999999999,0.68445537109375,0.242830874847204
210,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.378,0.6832197509765625,0.2442620943893692
211,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.351,0.6803702392578125,0.2433381078851225
212,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.324,0.6717250244140625,0.2480072081242616
213,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.297,0.675877392578125,0.2447790500432384
214,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.27,0.6681443603515625,0.2489235209644145
215,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.243,0.6747890869140625,0.2421518430261803
216,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.216,0.6745800537109375,0.241761962085292
217,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.189,0.68185224609375,0.2397109688950397
218,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.162,0.6753655517578125,0.2434584144541007
219,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.135,0.67729267578125,0.2428020703587449
220,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.108,0.6779755859375,0.2424222105967454
221,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.081,0.6765367431640625,0.244200070054182
222,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.054,0.672917431640625,0.2465528337602362
223,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.027,0.676369873046875,0.2434073982039049
224,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.0,0.683463671875,0.2383264863301904
225,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.432,0.648989111328125,0.2121845962752201
226,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.414,0.675803173828125,0.2111867428111467
227,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3959999999999999,0.6725718017578125,0.2304855521349871
228,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3779999999999999,0.6692035888671874,0.235672646815914
229,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.36,0.66059033203125,0.2427058296271486
230,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3419999999999999,0.669258642578125,0.2393884549560699
231,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3239999999999999,0.6685125732421875,0.2444966668660117
232,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.306,0.6724368408203125,0.2419095104839869
233,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.288,0.6692521240234375,0.2428089028421081
234,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2699999999999999,0.673223046875,0.2417744633524002
235,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.252,0.67086259765625,0.2425141157694473
236,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2339999999999999,0.672673291015625,0.2433294336514846
237,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2159999999999999,0.67215390625,0.2484005061409734
238,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1979999999999999,0.675287451171875,0.2452452551999627
239,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.18,0.6754037841796875,0.2449350343511973
240,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1619999999999999,0.6806979736328125,0.2437822949958106
241,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.144,0.68124697265625,0.2397479241968254
242,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.126,0.6799458740234375,0.2450586284220123
243,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1079999999999999,0.6807628173828125,0.2442291156133145
244,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.09,0.68408544921875,0.2442861751442002
245,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.072,0.67791904296875,0.2480243274514071
246,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.0539999999999999,0.6790499267578125,0.2484843882294347
247,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.036,0.6788270263671875,0.2465801988348227
248,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.018,0.682040185546875,0.2460061558573074
249,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.0,0.6855189453125,0.2452440128957403
250,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.648,0.79925185546875,0.1086918641203662
251,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.621,0.679054296875,0.2362052013216174
252,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.594,0.665264306640625,0.254556773097339
253,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.567,0.6542458984375,0.2598933570201458
254,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.54,0.6630205078125,0.251926039829476
