,Metric,Timestep,Img_Type,Parameter,Difference,Mean_Similarity_Measure,Std_Similarity_Measure
93,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.1079999999999999,0.6118864013671875,0.2764764176903403
94,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.09,0.609598876953125,0.2793995557902973
95,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.072,0.6142249755859375,0.276295471420152
96,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.0539999999999999,0.61158466796875,0.2812417622333998
97,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.036,0.6105398681640625,0.2782702485036571
98,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.018,0.61465419921875,0.2776303145707456
99,histogram intersection ,1050,oxygen,average_healthy_glucose_absorption,0.0,0.6088991455078125,0.2790521857639039
100,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.648,0.8793163818359375,0.0948319025938743
101,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.621,0.889954833984375,0.095835148012388
102,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.594,0.890391552734375,0.0972213947526079
103,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.567,0.89089736328125,0.0943750127693319
104,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.54,0.892449365234375,0.0937744400113332
105,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.513,0.8901306640625,0.0937959775031682
106,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.486,0.8933536376953125,0.0915401397416886
107,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.459,0.890611669921875,0.0930827225395555
108,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.432,0.8911025146484375,0.0936123815581816
109,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.4049999999999999,0.889347265625,0.0911305609443451
110,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.378,0.8896177001953125,0.0936960590469866
111,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.351,0.8879835205078125,0.0952053227034786
112,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.324,0.88774169921875,0.0940561826935476
113,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.297,0.8891104736328125,0.0939484269187808
114,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.27,0.8884311767578125,0.0943310679254807
115,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.243,0.8895481689453125,0.0922442446574874
116,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.216,0.89042158203125,0.0918738148339571
117,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.189,0.8880858154296875,0.0934753245403636
118,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.162,0.8873879150390624,0.0944055998902569
119,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.135,0.8909095947265625,0.0944087561317683
120,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.108,0.8889462158203125,0.0930686854010952
121,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.081,0.8891929443359375,0.0921687492644769
122,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.054,0.8890151611328125,0.0925282783658508
123,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.027,0.8902978759765625,0.0920366982393594
124,histogram intersection ,1050,cells_densities,average_cancer_glucose_absorption,0.0,0.8882093505859375,0.0944094464834393
125,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.432,0.861608056640625,0.0932833111624546
126,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.414,0.887701708984375,0.0940217000972926
127,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3959999999999999,0.8890527587890625,0.0918368397138177
128,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3779999999999999,0.889540625,0.0894429347433137
129,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.36,0.8928574951171875,0.0880808399958512
130,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3419999999999999,0.8917258544921876,0.0893945493582469
131,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.3239999999999999,0.890215478515625,0.088816936640233
132,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.306,0.88903251953125,0.0933281607954824
133,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.288,0.8895418212890625,0.0927000995700746
134,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2699999999999999,0.8894847900390624,0.0933921392552934
135,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.252,0.8907172119140625,0.0905826207887291
136,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2339999999999999,0.8879641357421875,0.0966215813017157
137,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.2159999999999999,0.8877066162109375,0.0949267046155194
138,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1979999999999999,0.88967236328125,0.0932125382241591
139,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.18,0.8894598388671875,0.0942538290510028
140,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1619999999999999,0.890362158203125,0.0927625702710946
141,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.144,0.8898146484375,0.0948888690569812
142,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.126,0.8910507080078125,0.0924076264782688
143,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.1079999999999999,0.8898591796875,0.0939699158635076
144,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.09,0.889789501953125,0.0923153367026902
145,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.072,0.889395849609375,0.0951179059458833
146,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.0539999999999999,0.8895849853515625,0.093220045228423
147,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.036,0.889785498046875,0.092367609375593
148,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.018,0.88932626953125,0.0944653904449792
149,histogram intersection ,1050,cells_densities,average_healthy_glucose_absorption,0.0,0.8887212158203125,0.0940772377253591
150,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.648,0.2070852337460847,0.1170896999933568
151,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.621,0.2298921395620548,0.1270986075240961
152,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.594,0.2333576055034461,0.126092553886436
153,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.567,0.2299397663782834,0.1272997369603886
154,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.54,0.2308999009188523,0.1286793880314858
155,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.513,0.2303164131806266,0.1292321468147641
156,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.486,0.2298064019845915,0.1286406312275295
157,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.459,0.2298331928977872,0.1298211384251351
158,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.432,0.2306405202513909,0.1284858874619978
159,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.4049999999999999,0.2304616485325307,0.1283659583238544
160,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.378,0.2290704210405765,0.1287660181530881
161,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.351,0.2290810948351644,0.1287716261355071
162,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.324,0.23108536741188,0.1284686414828154
163,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.297,0.2278678533920252,0.1287938072883284
164,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.27,0.2293849764449231,0.1287369733219082
165,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.243,0.2311654982304876,0.127493258032865
166,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.216,0.2292224617887546,0.1282134545021742
167,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.189,0.2292950656510561,0.1285832454121448
168,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.162,0.2302917255592177,0.1273370916980431
169,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.135,0.2327686348642008,0.1268547426109419
170,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.108,0.2313287136407131,0.1271981749484704
171,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.081,0.2316298145530749,0.1274189791072247
172,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.054,0.2299287868779843,0.1289596391354237
173,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.027,0.2314621825742648,0.128336602701781
174,jaccard coefficient,1050,cells_types,average_cancer_glucose_absorption,0.0,0.2296408362959831,0.1287002166848274
175,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.432,0.2345149369065151,0.109967449926513
176,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.414,0.233321501628596,0.1252665771575485
177,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3959999999999999,0.2333441822486042,0.1266812543866566
178,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3779999999999999,0.2306712751187251,0.1265493594400834
179,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.36,0.2342659598228851,0.1273914961866421
180,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3419999999999999,0.2331913205334877,0.1269896125949363
181,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.3239999999999999,0.2286554510904307,0.1294514010386096
182,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.306,0.2307731415678854,0.1281486401443624
183,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.288,0.2296590726073716,0.1282126720331242
184,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2699999999999999,0.2310886939790524,0.1266496707249882
185,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.252,0.2303169848261973,0.1270830320559611
186,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2339999999999999,0.2310881919668027,0.1285545873859152
187,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.2159999999999999,0.2298457058897524,0.1278304205435857
188,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1979999999999999,0.2307864657653361,0.1275496800043656
189,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.18,0.2300613363522332,0.1284663937048963
190,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1619999999999999,0.2292090549171968,0.1282543609612343
191,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.144,0.2298601154605212,0.1292200189993662
192,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.126,0.2300163250773468,0.1277356432202564
193,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.1079999999999999,0.2284185792600928,0.1288197484540866
194,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.09,0.2330718231454384,0.1271459169882837
195,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.072,0.22886289441959,0.1283937120771011
196,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.0539999999999999,0.22855245004722,0.1289887602709143
197,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.036,0.2304118964772064,0.1281961518821633
198,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.018,0.2289729631199801,0.1291684919633867
199,jaccard coefficient,1050,cells_types,average_healthy_glucose_absorption,0.0,0.2286176599060275,0.128257674081725
200,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.648,0.630182470703125,0.2584153676374433
201,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.621,0.6981223876953125,0.2331845089833198
202,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.594,0.697141845703125,0.2433294702897018
203,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.567,0.6885869140625,0.2403850966746749
204,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.54,0.68290400390625,0.2468480902920535
205,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.513,0.6775989990234375,0.2493452911594367
206,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.486,0.6740571533203125,0.2527701262277531
207,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.459,0.67247197265625,0.2519976933290671
208,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.432,0.672202197265625,0.24974792280087
209,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.4049999999999999,0.670085546875,0.2502174178714673
210,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.378,0.6681498779296875,0.2489264645943122
211,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.351,0.67199892578125,0.2455802324064989
212,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.324,0.6701859619140625,0.2456899213321149
213,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.297,0.6669498291015625,0.2490128945902402
214,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.27,0.6729690673828125,0.2433230844016514
215,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.243,0.6668804443359375,0.2468768828610809
216,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.216,0.671377294921875,0.2440564021607766
217,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.189,0.6712159423828125,0.2428255251234477
218,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.162,0.671891943359375,0.24387126808396
219,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.135,0.6725288330078125,0.241322965098178
220,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.108,0.6725113037109375,0.2412981003039716
221,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.081,0.6741202880859375,0.2441275661069351
222,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.054,0.67387158203125,0.2435197505064203
223,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.027,0.67836123046875,0.2402441703759761
224,histogram intersection ,950,glucose,average_cancer_glucose_absorption,0.0,0.676058447265625,0.2425733748343251
225,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.432,0.6411353515625,0.2123640155494082
226,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.414,0.6396635986328125,0.2559560418828281
227,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3959999999999999,0.63927861328125,0.2517613974235002
228,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3779999999999999,0.6504380615234375,0.248452744951589
229,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.36,0.6606007568359376,0.2391486035974155
230,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3419999999999999,0.65593642578125,0.2437633191060268
231,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.3239999999999999,0.665941259765625,0.2371878019110878
232,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.306,0.6596453857421875,0.243816032188476
233,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.288,0.666090478515625,0.2411233495658317
234,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2699999999999999,0.6704626220703125,0.2378255400570106
235,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.252,0.67493896484375,0.2368914834857353
236,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2339999999999999,0.6761180908203125,0.2366622517367491
237,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.2159999999999999,0.6698535400390625,0.2415505842494934
238,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1979999999999999,0.6632440673828125,0.2505515545781471
239,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.18,0.6741983154296874,0.2434975371478942
240,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1619999999999999,0.673253955078125,0.2477588407665481
241,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.144,0.6724450439453125,0.2474094477294216
242,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.126,0.6700505615234374,0.2488677164754531
243,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.1079999999999999,0.676640234375,0.2448683918822019
244,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.09,0.674757958984375,0.246026045476631
245,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.072,0.6728875732421875,0.2483639862822527
246,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.0539999999999999,0.6780089599609375,0.245529174379088
247,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.036,0.6768875244140625,0.2462234414515025
248,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.018,0.6759494384765625,0.2465419145600147
249,histogram intersection ,950,glucose,average_healthy_glucose_absorption,0.0,0.6764353515625,0.2476932693018605
250,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.648,0.592016455078125,0.2462787313546267
251,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.621,0.6403839111328125,0.266081097307488
252,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.594,0.6618304931640625,0.2579251095049888
253,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.567,0.65561201171875,0.2573396740072082
254,histogram intersection ,950,oxygen,average_cancer_glucose_absorption,0.54,0.6535207275390625,0.2562917202764695
